ServiceId;Name;EPGSourceID;DefaultSched;FocusedLogo;ServiceLanguage;Resolution;3D;Radio;Adult;OperatorLock;ServiceGroup; TSTVMode;GuardTimePreOffset;GuardTimePostOffset;ChannelBrand;ServiceGenre;LDVRTrickPlayControl;LDVRAuthRestrictions;WaterShedControl;ServiceReplacement;ContextMenuActions;ProviderLogo;ReplayProductizingRules;ReplaySources;LinearProducts;ReplayTrickPlayControl;ReplayToNDVR;ServicePurpose;PPV;ProviderName;NDVR;NDVRGuardTimePreOffset;NDVRGuardTimePostOffset;NDVRTrickPlayControl;DisabledOnOTT;OTTDevicesLocationRestrict;ContentProviderName;NDVRRetentionLimit;ChannelPromotion;OTTCastingRights;PPVEntitlementCodes;ThumbnailSupport;Broadcaster;DayPass;LinearBufferPlayback;ReplayCloudMaxDuration;ThumbnailSource;LiveThumbnails;ChannelLogos;OTTStreamingRestrict;GroupProviderKey;StartOverTrickPlayControl ;UIDPlacement;DeviceRegistration;ExcludeFromAao;NDVRAdBreakMaxDuration;OTTContentTypesRestrictPolicy;OTTContentTypeStreamingRestrict;AVADEnabled;AVADType;AVADAdSupport;ReviewBufferTrickPlayControl;CommercialReviewBufferTrickplayRestriction;AVADAdCPEplatform;AVADTargetedAdsOnly;AVADneaActiveBreakWindowPollPeriod;AVADAdvertiserProviderId;AVADAdvertiserAssetId;ThumbnailSourcesURL;SubtitleStyle;ReplayDeeplinkUsingOnApi
IESVC1220;Zee TV;21497;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1220_f.png;en-IE;SD;;;;;crid://dtv.ie/sg/16888061,crid://dtv.ie/sg/16888400;SR_IE_CASID_16888061,SR_IE_CASID_16888400;0;180000;;16;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;SR_IE_CASID_16888061,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888061,crid://dtv.ie/lp/16888400;;saveReplayToNdvr;;;;1;60000;180000;;;;;;;;;;;;replay,ndvr;;;;;;;;;;;;;;;;;;;;;;;;;;
IESVC1222;Discovery Turbo;24284;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1222_f.png;en-IE;SD;;;;;crid://dtv.ie/sg/16888000,crid://dtv.ie/sg/16888070,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888300;SR_IE_CASID_10000030,SR_IE_CASID_16888070,SR_IE_CASID_16888000,SR_IE_CASID_16888400;0;180000;;13;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;SR_IE_CASID_10000030,SR_IE_CASID_16888070,SR_IE_CASID_16888000,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888000,crid://dtv.ie/lp/16888070,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888300;;saveReplayToNdvr;;;;1;60000;180000;;;;;;;;;;;;replay,ndvr;;vspp,nea;;;;;;;;;;;;;;;;;;;;;;https://wp2-g-anp01030103-live-vxtoken-ie-preprod.prod.cdn.dmdsdp.com/live/disk1/IESVC1222/trickmode-mining/IESVC1222.mpd;;
IESVC1224;Challenge;21793;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1224_f.png;en-IE;SD;;;;;crid://dtv.ie/sg/16888102,crid://dtv.ie/sg/16888000,crid://dtv.ie/sg/16888070,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888300;SR_IE_CASID_16888102,SR_IE_CASID_16888000,SR_IE_CASID_16888070,SR_IE_CASID_16888400;0;180000;;2;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;SR_IE_CASID_16888102,SR_IE_CASID_16888000,SR_IE_CASID_16888070,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888102,crid://dtv.ie/lp/16888000,crid://dtv.ie/lp/16888070,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888300;;saveReplayToNdvr;;;;1;60000;180000;;;;;;;;;;;;replay,ndvr;;;;;;;;;;;;;;;;;;;;;;;;;;
IESVC1225;True Crime Xtra;57827;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1225_f.png;en-IE;SD;;;;;crid://dtv.ie/sg/16888000,crid://dtv.ie/sg/16888070,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888300;SR_IE_CASID_16888000,SR_IE_CASID_16888070,SR_IE_CASID_16888400;0;180000;;2;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;SR_IE_CASID_16888000,SR_IE_CASID_16888070,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888000,crid://dtv.ie/lp/16888070,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888300;;saveReplayToNdvr;;;;1;60000;180000;;;;;;;;;;;;replay,ndvr;;;;;;;;;;;;;;;;;;;;;;;;;;
IESVC1226;Legend Xtra;42762;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1226_f.png;en-IE;SD;;;;;crid://dtv.ie/sg/16888000,crid://dtv.ie/sg/16888070,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888300;SR_IE_CASID_16888000,SR_IE_CASID_16888070,SR_IE_CASID_16888400;0;180000;;2;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;SR_IE_CASID_16888000,SR_IE_CASID_16888070,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888000,crid://dtv.ie/lp/16888070,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888300;;saveReplayToNdvr;;;;1;60000;180000;;;;;;;;;;;;replay,ndvr;;;;;;;;;;;;;;;;;;;;;;;;;;
IESVC1227;BBC1 HD;97070;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1227_f.png;en-IE;HD;;;;;crid://dtv.ie/sg/16888102,crid://dtv.ie/sg/16888101,crid://dtv.ie/sg/16888000,crid://dtv.ie/sg/16888070,crid://dtv.ie/sg/16888097,crid://dtv.ie/sg/16888098,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888300;;;;;2;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;;;crid://dtv.ie/lp/16888102,crid://dtv.ie/lp/16888101,crid://dtv.ie/lp/16888000,crid://dtv.ie/lp/16888070,crid://dtv.ie/lp/16888097,crid://dtv.ie/lp/16888098,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888300;;;;;;;;;;;;;;;;;;;;;;vspp,nea;;;;;;;;;;;;;;;;;;;;;;https://wp1-g-anp01020102-live-vxtoken-ie-preprod.prod.cdn.dmdsdp.com/live/disk1/IESVC1227/trickmode-mining/IESVC1227.mpd;;
IESVC1228;BBC TWO HD;120774;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1228_f.png;en-IE;HD;;;;;crid://dtv.ie/sg/16888101,crid://dtv.ie/sg/16888000,crid://dtv.ie/sg/16888070,crid://dtv.ie/sg/16888097,crid://dtv.ie/sg/16888098,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888300;;;;;2;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;;;crid://dtv.ie/lp/16888102,crid://dtv.ie/lp/16888101,crid://dtv.ie/lp/16888000,crid://dtv.ie/lp/16888070,crid://dtv.ie/lp/16888097,crid://dtv.ie/lp/16888098,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888300;;;;;;;;;;;;;;;;;;;;;;vspp,nea;;;;;;;;;;;;;;;;;;;;;;https://wp2-g-anp01030103-live-vxtoken-ie-preprod.prod.cdn.dmdsdp.com/live/disk1/IESVC1228/trickmode-mining/IESVC1228.mpd;;
IESVC1229;TG4 HD;99534;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1229_f.png;en-IE,ga-IE;HD;;;;;crid://dtv.ie/sg/16888102,crid://dtv.ie/sg/16888101,crid://dtv.ie/sg/16888000,crid://dtv.ie/sg/16888070,crid://dtv.ie/sg/16888097,crid://dtv.ie/sg/16888098,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888300;SR_IE_CASID_16888102,SR_IE_CASID_10000100,SR_IE_CASID_10000130,SR_IE_CASID_16888000,SR_IE_CASID_16888070,SR_IE_CASID_16888097,SR_IE_CASID_16888098,SR_IE_CASID_16888400;0;180000;;2;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;SR_IE_CASID_16888102,SR_IE_CASID_10000100,SR_IE_CASID_10000130,SR_IE_CASID_16888000,SR_IE_CASID_16888070,SR_IE_CASID_16888097,SR_IE_CASID_16888098,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888102,crid://dtv.ie/lp/16888101,crid://dtv.ie/lp/16888000,crid://dtv.ie/lp/16888070,crid://dtv.ie/lp/16888097,crid://dtv.ie/lp/16888098,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888300;;;;;;;;;;;;;;;;;;;;replay,ndvr;;vspp,nea;;;;;;;;;;;;;;;;;;;;;;https://wp3-g-anp02030203-live-vxtoken-ie-preprod.prod.cdn.dmdsdp.com/live/disk1/IESVC1229/trickmode-mining/IESVC1229.mpd;;
IESVC1230;RTE Two HD;99521;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1230_f.png;en-IE;HD;;;;;crid://dtv.ie/sg/16888102,crid://dtv.ie/sg/16888101,crid://dtv.ie/sg/16888000,crid://dtv.ie/sg/16888070,crid://dtv.ie/sg/16888097,crid://dtv.ie/sg/16888098,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888300;SR_IE_CASID_16888102,SR_IE_CASID_10000100,SR_IE_CASID_10000130,SR_IE_CASID_16888000,SR_IE_CASID_16888070,SR_IE_CASID_16888097,SR_IE_CASID_16888098,SR_IE_CASID_16888400;0;180000;;2;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;SR_IE_CASID_16888102,SR_IE_CASID_10000100,SR_IE_CASID_10000130,SR_IE_CASID_16888000,SR_IE_CASID_16888070,SR_IE_CASID_16888097,SR_IE_CASID_16888098,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888102,crid://dtv.ie/lp/16888101,crid://dtv.ie/lp/16888000,crid://dtv.ie/lp/16888070,crid://dtv.ie/lp/16888097,crid://dtv.ie/lp/16888098,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888300;disallowFastForward,disallowSkipForward;saveReplayToNdvr;;;;1;60000;180000;;;;;;;;;;;;replay,ndvr;;vspp,nea;;;;;;;;;;;;;;;;;;;;;;https://wp1-g-anp01020102-live-vxtoken-ie-preprod.prod.cdn.dmdsdp.com/live/disk1/IESVC1230/trickmode-mining/IESVC1230.mpd;;
IESVC1232;National Geographic HD;49534;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1232_f.png;en-IE;HD;;;;;crid://dtv.ie/sg/16888102,crid://dtv.ie/sg/16888072,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888300;SR_IE_CASID_16888102,SR_IE_CASID_10000020,SR_IE_CASID_16888072,SR_IE_CASID_16888400;0;180000;;13;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;SR_IE_CASID_16888102,SR_IE_CASID_10000020,SR_IE_CASID_16888072,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888102,crid://dtv.ie/lp/16888072,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888300;;saveReplayToNdvr;;;;1;60000;180000;;;;;;;;;;;;replay,ndvr;;;;;;;;;;;;;;;;;;;;;;;;;;
IESVC1234;Discovery HD;49613;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1234_f.png;en-IE;HD;;;;;crid://dtv.ie/sg/16888102,crid://dtv.ie/sg/16888071,crid://dtv.ie/sg/16888072,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888300;SR_IE_CASID_16888102,SR_IE_CASID_10000030,SR_IE_CASID_16888071,SR_IE_CASID_16888072,SR_IE_CASID_16888400;0;180000;;13;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;SR_IE_CASID_16888102,SR_IE_CASID_10000030,SR_IE_CASID_16888071,SR_IE_CASID_16888072,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888102,crid://dtv.ie/lp/16888071,crid://dtv.ie/lp/16888072,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888300;;saveReplayToNdvr;;;;1;60000;180000;;;;;;;;;;;;replay,ndvr;;vspp,nea;;;;;;;;;;;;;;;;;;;;;;https://wp2-g-anp01030103-live-vxtoken-ie-preprod.prod.cdn.dmdsdp.com/live/disk1/IESVC1234/trickmode-mining/IESVC1234.mpd;;
IESVC1238;Virgin Media Three HD;106390;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1238_f.png;en-IE;HD;;;;;crid://dtv.ie/sg/16888102,crid://dtv.ie/sg/16888101,crid://dtv.ie/sg/16888000,crid://dtv.ie/sg/16888030,crid://dtv.ie/sg/16888070,crid://dtv.ie/sg/16888097,crid://dtv.ie/sg/16888098,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888300;SR_IE_CASID_16888102,SR_IE_CASID_10000120,SR_IE_CASID_10000130,SR_IE_CASID_16888000,SR_IE_CASID_16888030,SR_IE_CASID_16888070,SR_IE_CASID_16888097,SR_IE_CASID_16888098,SR_IE_CASID_16888400;0;180000;;2;adRestrictionOnly;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;replayCatalog;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/Virgin_Media_Television.png;SR_IE_CASID_16888102,SR_IE_CASID_10000120,SR_IE_CASID_10000130,SR_IE_CASID_16888000,SR_IE_CASID_16888030,SR_IE_CASID_16888070,SR_IE_CASID_16888097,SR_IE_CASID_16888098,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888102,crid://dtv.ie/lp/16888101,crid://dtv.ie/lp/16888000,crid://dtv.ie/lp/16888030,crid://dtv.ie/lp/16888070,crid://dtv.ie/lp/16888097,crid://dtv.ie/lp/16888098,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888300;adRestrictionOnly;saveReplayToNdvr;;;VirginMedia;1;60000;180000;adRestrictionOnly;;;VirginMedia;;;Linear=3,ndvr=0,replay=3,startover=3;;;;;replay,ndvr;;vspp,nea;;;;;adRestrictionOnly;;;;;;;;;;;;;;;;;https://wp2-g-anp01030103-live-vxtoken-ie-preprod.prod.cdn.dmdsdp.com/live/disk1/IESVC1238/trickmode-mining/IESVC1238.mpd;;
IESVC1239;Virgin Media One HD;105181;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1239_f.png;en-IE;HD;;;;;crid://dtv.ie/sg/16888102,crid://dtv.ie/sg/16888101,crid://dtv.ie/sg/16888000,crid://dtv.ie/sg/16888030,crid://dtv.ie/sg/16888070,crid://dtv.ie/sg/16888097,crid://dtv.ie/sg/16888098,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888300;SR_IE_CASID_16888102,SR_IE_CASID_10000120,SR_IE_CASID_10000130,SR_IE_CASID_16888000,SR_IE_CASID_16888030,SR_IE_CASID_16888070,SR_IE_CASID_16888097,SR_IE_CASID_16888098,SR_IE_CASID_16888400;0;180000;;2;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;replayCatalog;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/Virgin_Media_Television.png;SR_IE_CASID_16888102,SR_IE_CASID_10000120,SR_IE_CASID_10000130,SR_IE_CASID_16888000,SR_IE_CASID_16888030,SR_IE_CASID_16888070,SR_IE_CASID_16888097,SR_IE_CASID_16888098,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888102,crid://dtv.ie/lp/16888101,crid://dtv.ie/lp/16888000,crid://dtv.ie/lp/16888030,crid://dtv.ie/lp/16888070,crid://dtv.ie/lp/16888097,crid://dtv.ie/lp/16888098,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888300;;saveReplayToNdvr;;;VirginMedia;1;60000;180000;;;;VirginMedia;;;Linear=3,ndvr=0,replay=3,startover=3;;;;;replay,ndvr;;vspp,nea;;;;;;;;;;;;;;;;;;;;;;https://wp3-g-anp02030203-live-vxtoken-ie-preprod.prod.cdn.dmdsdp.com/live/disk1/IESVC1239/trickmode-mining/IESVC1239.mpd;;
IESVC1240;Virgin Media Two HD;105131;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1240_f.png;en-IE;HD;;;;;crid://dtv.ie/sg/16888102,crid://dtv.ie/sg/16888101,crid://dtv.ie/sg/16888000,crid://dtv.ie/sg/16888030,crid://dtv.ie/sg/16888070,crid://dtv.ie/sg/16888097,crid://dtv.ie/sg/16888098,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888300;SR_IE_CASID_16888102,SR_IE_CASID_10000120,SR_IE_CASID_10000130,SR_IE_CASID_16888000,SR_IE_CASID_16888030,SR_IE_CASID_16888070,SR_IE_CASID_16888097,SR_IE_CASID_16888098,SR_IE_CASID_16888400;0;1800000;;2;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;replayCatalog;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/Virgin_Media_Television.png;SR_IE_CASID_16888102,SR_IE_CASID_10000120,SR_IE_CASID_10000130,SR_IE_CASID_16888000,SR_IE_CASID_16888030,SR_IE_CASID_16888070,SR_IE_CASID_16888097,SR_IE_CASID_16888098,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888102,crid://dtv.ie/lp/16888101,crid://dtv.ie/lp/16888000,crid://dtv.ie/lp/16888030,crid://dtv.ie/lp/16888070,crid://dtv.ie/lp/16888097,crid://dtv.ie/lp/16888098,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888300;;saveReplayToNdvr;;;VirginMedia;1;60000;1800000;;;;VirginMedia;;;Linear=3,ndvr=0,replay=3,startover=3;;;;;replay,ndvr;;vspp,nea;;;;;;;;;;;;;;;;;;;;;;https://wp2-g-anp01030103-live-vxtoken-ie-preprod.prod.cdn.dmdsdp.com/live/disk1/IESVC1240/trickmode-mining/IESVC1240.mpd;;
IESVC1241;Sky Sports Football HD;106301;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1241_f.png;en-IE;HD;;;;;crid://dtv.ie/sg/16888076,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888320;SR_IE_CASID_16888076,SR_IE_CASID_16888400;0;180000;;1;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;SR_IE_CASID_16888076,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888076,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888320;;saveReplayToNdvr;;;;1;60000;180000;;;;;;;;;;;;replay,ndvr;;vspp,nea;;;;SKY;;;;;;;;;;;;;;;;;;https://wp4-g-anp02030203-live-vxtoken-ie-preprod.prod.cdn.dmdsdp.com/live/disk1/IESVC1241/trickmode-mining/IESVC1241.mpd;;
IESVC1242;Nat Geo Wild HD;56425;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1242_f.png;en-IE;HD;;;;;crid://dtv.ie/sg/16888102,crid://dtv.ie/sg/16888072,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888300;SR_IE_CASID_16888102,SR_IE_CASID_10000020,SR_IE_CASID_16888072,SR_IE_CASID_16888400;0;180000;;13;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;SR_IE_CASID_16888102,SR_IE_CASID_10000020,SR_IE_CASID_16888072,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888102,crid://dtv.ie/lp/16888072,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888300;;saveReplayToNdvr;;;;1;60000;180000;;;;;;;;;;;;replay,ndvr;;;;;;;;;;;;;;;;;;;;;;;;;;
IESVC1243;Sky History HD;52793;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1243_f_new.png;en-IE;HD;;;;;crid://dtv.ie/sg/16888072,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888300;SR_IE_CASID_10000020,SR_IE_CASID_16888072,SR_IE_CASID_16888400;0;180000;;13;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;SR_IE_CASID_10000020,SR_IE_CASID_16888072,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888072,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888300;;saveReplayToNdvr;;;;1;60000;180000;;;;;;;;;;;;replay,ndvr;;vspp,nea;;;;;;;;;;;;;;;;;;;;;;https://wp2-g-anp01030103-live-vxtoken-ie-preprod.prod.cdn.dmdsdp.com/live/disk1/IESVC1243/trickmode-mining/IESVC1243.mpd;;
IESVC1244;Crime & Investigation HD;61621;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1244_f_new.png;en-IE;HD;;;;;crid://dtv.ie/sg/16888072,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888300;SR_IE_CASID_10000020,SR_IE_CASID_16888072,SR_IE_CASID_16888400;0;180000;;13;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;SR_IE_CASID_10000020,SR_IE_CASID_16888072,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888072,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888300;;saveReplayToNdvr;;;;1;60000;180000;;;;;;;;;;;;replay,ndvr;;;;;;;;;;;;;;;;;;;;;;;;;;
IESVC1245;Sky Action HD;61177;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1245_f.png;en-IE;HD;;;;;crid://dtv.ie/sg/16888077,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888340;SR_IE_CASID_16888077,SR_IE_CASID_16888400;0;180000;;4;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;SR_IE_CASID_16888077,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888077,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888340;;saveReplayToNdvr;;;;1;60000;180000;;;;;;;;;;;;replay,ndvr;;vspp,nea;;;;SKY;;;;;;;;;;;;;;;;;;https://wp2-g-anp01030103-live-vxtoken-ie-preprod.prod.cdn.dmdsdp.com/live/disk1/IESVC1245/trickmode-mining/IESVC1245.mpd;;
IESVC1246;Sky Sports Plus HD;106300;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1246_f_plus.png;en-IE;HD;;;;;crid://dtv.ie/sg/16888076,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888320;SR_IE_CASID_16888076,SR_IE_CASID_16888400;0;180000;;1;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;SR_IE_CASID_16888076,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888076,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888320;;saveReplayToNdvr;;;;1;60000;180000;;;;;;;;;;;;replay,ndvr;;vspp,nea;;;;SKY;;;;;;;;;;;;;;;;;;https://wp4-g-anp02030203-live-vxtoken-ie-preprod.prod.cdn.dmdsdp.com/live/disk1/IESVC1246/trickmode-mining/IESVC1246.mpd;;
IESVC1247;Virgin Media Extra 1;111920;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1247_new.png;en-IE;HD;;;;;crid://dtv.ie/sg/16888102,crid://dtv.ie/sg/16888101,crid://dtv.ie/sg/16888000,crid://dtv.ie/sg/16888030,crid://dtv.ie/sg/16888070,crid://dtv.ie/sg/16888097,crid://dtv.ie/sg/16888098,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888310;SR_IE_CASID_16888102,SR_IE_CASID_10000120,SR_IE_CASID_10000130,SR_IE_CASID_16888000,SR_IE_CASID_16888030,SR_IE_CASID_16888070,SR_IE_CASID_16888097,SR_IE_CASID_16888098,SR_IE_CASID_16888400;0;180000;;1;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;SR_IE_CASID_16888102,SR_IE_CASID_10000120,SR_IE_CASID_10000130,SR_IE_CASID_16888000,SR_IE_CASID_16888030,SR_IE_CASID_16888070,SR_IE_CASID_16888097,SR_IE_CASID_16888098,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888102,crid://dtv.ie/lp/16888101,crid://dtv.ie/lp/16888000,crid://dtv.ie/lp/16888030,crid://dtv.ie/lp/16888070,crid://dtv.ie/lp/16888097,crid://dtv.ie/lp/16888098,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888310;;saveReplayToNdvr;;;;1;60000;180000;;;;;;;Linear=3,ndvr=0,replay=3,startover=3;;;;;replay,ndvr;;vspp,nea;;;;;;;;;;;;;;;;;;;;;;https://wp2-g-anp01030103-live-vxtoken-ie-preprod.prod.cdn.dmdsdp.com/live/disk1/IESVC1247/trickmode-mining/IESVC1247.mpd;;
IESVC1248;Sky Showcase HD;112970;;https://staticqbr-preprod-ie.gnp.cloud.virginmediatv.ie/image-service/ImagesEPG/EventImages/IESVC1248_f.png;en-IE;HD;;;;;crid://dtv.ie/sg/16888071,crid://dtv.ie/sg/16888072,crid://dtv.ie/sg/16888098,crid://dtv.ie/sg/16888400,crid://dtv.ie/sg/17888300;SR_IE_CASID_10000110,SR_IE_CASID_16888071,SR_IE_CASID_16888072,SR_IE_CASID_16888098,SR_IE_CASID_16888400;0;180000;;2;;LDVRChannelBasedAuthorization=True,LDVRRestrictCPEStreaming=False;;;;;SR_IE_CASID_10000110,SR_IE_CASID_16888071,SR_IE_CASID_16888072,SR_IE_CASID_16888098,SR_IE_CASID_16888400;;crid://dtv.ie/lp/16888071,crid://dtv.ie/lp/16888072,crid://dtv.ie/lp/16888098,crid://dtv.ie/lp/16888400,crid://dtv.ie/lp/17888300;;saveReplayToNdvr;;;;1;60000;180000;;;;;;;;;;;;replay,ndvr;;vspp,nea;;;;SKY;;;;;;;;;;;;;;;;;;https://wp4-g-anp02030203-live-vxtoken-ie-preprod.prod.cdn.dmdsdp.com/live/disk1/IESVC1248/trickmode-mining/IESVC1248.mpd;;
